0.002829745,0.001319598,-0.00052126,-0.000480574,-0.747340653,-0.382399598,-0.668170784,0.565038488,0.936962751,0.067278287,22,15,8,1,10
0.004803144,0.005486591,0.005888449,0.001803381,-0.014468515,0.007562872,-0.429759859,1.119543397,0.958995387,0.042757883,17,5,3,2,2
0.00176905,0.001021628,-0.000144442,0.001401468,0.616628583,-0.017613225,-0.838375158,1.026944215,0.966938406,0.034192037,23,12,3,1,6
0.001389058,0.002101059,0.00107508,0.001314132,-0.039536791,-0.027111312,0.084752355,0.910667295,0.843410588,0.185662137,19,21,5,1,7
0.000981795,0.002258818,0.001649635,0.001488745,-0.058599669,0.007216608,-0.712990164,1.053145452,0.956095618,0.045920493,21,5,5,2,3
0.002298197,0.002256678,0.002657274,0.000322847,0.00666051,-0.003347899,-0.423897964,0.33282045,0.763853517,0.309151529,16,42,19,1,5
0.001732362,0.002007932,0.002959954,0.00015792,-0.018137126,0.001362252,-0.785550085,0.826724042,0.971980436,0.028827292,42,19,3,2,0
0.002383989,0.002141279,0.001708248,0.000487832,0.02364526,-0.00183963,-0.770653675,0.817825285,0.9206621,0.08617483,17,15,2,1,6
-0.000428915,0.000132203,-1.59E-06,4.87E-05,-0.127553729,0.069400198,-0.489644153,1.097885367,1.011785687,-0.011648402,23,34,17,2,4
0.001657529,0.000395873,-0.000498389,-3.66E-05,-0.215128026,0.04237109,-0.688457441,1.356597255,0.98404908,0.016209476,34,17,15,1,7
-0.000478477,-0.000179585,0.000521992,-0.000190883,-0.319735038,-0.636916143,-0.395050506,0.724622034,1.016712653,-0.016437931,17,15,10,2,4
0.000209735,9.40E-05,0.000767827,-0.000200229,-0.703151196,-0.123164333,-2.674631014,1.068843601,0.997282174,0.002725232,10,1,1,1,7
0.001711445,0.000935938,0.001364186,0.000550097,2.323077069,-0.116944473,-0.465416366,1.578599535,0.954366949,0.047814995,25,30,15,1,9
0.002057249,0.002512645,0.002624097,0.000613854,-0.023884673,0.000704112,-0.899684216,0.735454626,0.978546713,0.021923621,12,4,7,2,3
0.002028341,0.000201012,0.000479968,-0.00191402,-0.17108904,0.003604281,-0.936806712,1.013671374,0.885512821,0.129289127,13,55,24,1,5
-0.00112033,-0.001036341,-0.000356177,-0.002041188,0.0157541,-0.028478213,-0.268346606,0.914145967,1.047297297,-0.04516129,55,24,9,2,3
-0.00033563,-0.000823237,-0.001098489,-0.00220498,-0.061071934,0.00746404,-0.715091185,1.044394254,0.999743655,0.00025641,24,9,6,1,7
3.11E-05,0.000624362,0.001461999,0.000119673,-0.080262452,0.052328341,-0.436937643,1.309572178,0.99626461,0.003749395,20,17,11,2,5
0.001300093,0.001096858,0.001177314,0.000174295,0.04008583,-0.013149798,-0.483084362,1.137077851,0.97212932,0.028669725,17,11,3,1,6
-0.00179191,-0.001351318,-0.000729962,-0.00034777,0.081231766,0.01492975,-10.80858894,0.952303444,0.981670061,0.018672199,6,12,1,1,6
0.002611063,0.002309371,0.001855456,-0.000489227,0.028586512,-0.001985017,-0.787932801,1.011320535,0.894320357,0.118167547,10,29,3,1,5
0.002470167,0.002258358,0.001761287,-0.000410164,0.019998966,0.002376799,-2.194993023,0.662570022,0.997858942,0.002145652,29,3,1,2,4
-0.001135414,-0.001032594,-0.001641807,-0.000332507,0.017892278,0.014055113,0.092454618,0.792129367,0.983983287,0.016277424,21,17,3,1,10
-0.001790054,-0.001803605,-0.000553618,0.000326287,-0.00561623,0.016539113,-0.255083627,0.748692934,0.829643226,0.205337389,3,41,34,2,0
0.00220806,0.001894279,0.002228624,-0.000151437,0.036649044,-0.003317372,-0.741606689,1.114221852,0.90331565,0.107032741,15,54,5,1,7
0.001349847,0.001771162,0.001976731,0.000587596,-0.030689183,0.003158641,-0.736527743,0.312463021,0.981014209,0.019353228,9,11,5,2,4
9.86E-05,-0.000737862,-0.001119458,-0.000640477,-0.085796279,0.024325481,-0.571149353,0.907805698,1.011779208,-0.011642074,10,10,7,1,7
0.000998138,0.000723823,0.000837645,-0.000101693,0.110687956,-0.019926713,-0.579075689,0.922716065,0.957759412,0.044103547,7,21,5,1,10
-0.000154217,0.000224515,0.000646824,-0.000290225,-0.100015265,0.002490703,-0.920276724,1.176062626,1.002829582,-0.002821598,21,5,6,2,5
0.001263009,0.00106929,0.00177615,0.000934879,0.040723742,0.013303087,1.147177889,0.919437916,0.998070594,0.001933136,20,29,2,2,4
,,,,,,,,,,,,,,
This file is set to contain only partial data on purpose. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
